Date,Price,,,
7/10/11,64.55,,,
6/10/11,66.02,,,
5/10/11,67.22,,,
4/10/11,67.21,,,
3/10/11,66.1,,,
30/09/11,66.5,,,
29/09/11,58.19,,,
28/09/11,58.3,,,
27/09/11,57.64,,,
26/09/11,57.64,,,
23/09/11,60.86,,,
22/09/11,61.26,,,
21/09/11,62.13,,,
20/09/11,62.58,,,
19/09/11,62.51,,,
16/09/11,61.68,,,
15/09/11,63.32,,,
14/09/11,62.82,,,
13/09/11,63.35,,,
12/09/11,64.3,,,
9/09/11,65.85,,,
8/09/11,67.1,,,
7/09/11,66.15,,,
6/09/11,65.66,,,
5/09/11,65.29,,,
2/09/11,64.59,,,
1/09/11,66.48,,,
31/08/11,68.06,,,
30/08/11,58.32,,,
29/08/11,56.89,,,
26/08/11,56.89,,,
25/08/11,54.29,,,
24/08/11,55.67,,,
23/08/11,54.74,,,
22/08/11,53.79,,,
19/08/11,51.99,,,
18/08/11,53.22,,,
17/08/11,52.65,,,
16/08/11,51.28,,,
15/08/11,51.38,,,
12/08/11,51.38,,,
11/08/11,51.15,,,
10/08/11,51.02,,,
9/08/11,51.18,,,
8/08/11,50.42,,,
5/08/11,50.1,,,
4/08/11,49.82,,,
3/08/11,50.29,,,
2/08/11,50.75,,,
1/08/11,51.11,,,
29/07/11,52.23,,,
28/07/11,53.3,,,
27/07/11,53.56,,,
26/07/11,53.94,,,
25/07/11,54.3,,,
22/07/11,54.58,,,
21/07/11,55.01,,,
20/07/11,55.3,,,
19/07/11,54.94,,,
18/07/11,54.8,,,
15/07/11,54.61,,,
14/07/11,54.56,,,
13/07/11,54.85,,,
12/07/11,55.11,,,
11/07/11,54.79,,,
8/07/11,56.13,,,
7/07/11,56.84,,,
6/07/11,56.04,,,
5/07/11,56.3,,,
4/07/11,56.35,,,
1/07/11,55.97,,,
30/06/11,57.29,,,
29/06/11,57.17,,,
28/06/11,56.4,,,
27/06/11,55.76,,,
24/06/11,56.25,,,
23/06/11,56.61,,,
22/06/11,57.45,,,
21/06/11,57.29,,,
20/06/11,57.2,,,
17/06/11,57.89,,,
16/06/11,57.42,,,
15/06/11,58.33,,,
14/06/11,58.64,,,
13/06/11,59.05,,,
10/06/11,58.24,,,
9/06/11,58.2,,,
8/06/11,58.44,,,
7/06/11,58.35,,,
6/06/11,58.13,,,
3/06/11,58.3,,,
2/06/11,57.9,,,
1/06/11,58.01,,,
31/05/11,58.34,,,
30/05/11,58.93,,,
27/05/11,58,,,
26/05/11,57.24,,,
25/05/11,57.32,,,
24/05/11,57.39,,,
23/05/11,57.23,,,
20/05/11,57.55,,,
19/05/11,57.8,,,
18/05/11,57.71,,,
17/05/11,57.13,,,
16/05/11,57.61,,,
13/05/11,56.96,,,
12/05/11,57.72,,,
11/05/11,58.08,,,
10/05/11,58.36,,,
9/05/11,56.87,,,
6/05/11,55.68,,,
5/05/11,55.32,,,
4/05/11,55.81,,,
3/05/11,55.65,,,
2/05/11,57.89,,,
29/04/11,57.89,,,
28/04/11,57.89,,,
27/04/11,55.85,,,
26/04/11,55.1,,,
25/04/11,56.99,,,
21/04/11,56.99,,,
20/04/11,58.33,,,
19/04/11,58.18,,,
18/04/11,57.69,,,
15/04/11,59.6,,,
14/04/11,59.12,,,
13/04/11,60.07,,,
12/04/11,60.61,,,
11/04/11,61.15,,,
8/04/11,61.26,,,
7/04/11,60.42,,,
6/04/11,61.31,,,
5/04/11,61.88,,,
4/04/11,63.4,,,
1/04/11,63.52,,,
31/03/11,64.06,,,
30/03/11,59.6,,,
29/03/11,61.4,,,
28/03/11,62.48,,,
25/03/11,62.06,,,
24/03/11,63.13,,,
23/03/11,62.39,,,
22/03/11,61.79,,,
21/03/11,60.81,,,
18/03/11,62.34,,,
17/03/11,62.99,,,
16/03/11,65.01,,,
15/03/11,64.75,,,
14/03/11,63.3,,,
11/03/11,59.82,,,
10/03/11,57.55,,,
9/03/11,58.47,,,
8/03/11,57.98,,,
7/03/11,59.02,,,
4/03/11,56.87,,,
3/03/11,55.89,,,
2/03/11,55.88,,,
1/03/11,55.05,,,
28/02/11,54.73,,,
25/02/11,54.6,,,
24/02/11,54.39,,,
23/02/11,53.98,,,
22/02/11,54.42,,,
21/02/11,53.46,,,
18/02/11,52.17,,,
17/02/11,52.55,,,
16/02/11,51.73,,,
15/02/11,52.46,,,
14/02/11,52.89,,,
11/02/11,53.46,,,
10/02/11,52.83,,,
9/02/11,53.11,,,
8/02/11,53.71,,,
7/02/11,54.14,,,
4/02/11,54.84,,,
3/02/11,54.93,,,
2/02/11,54.39,,,
1/02/11,53.08,,,
31/01/11,52.66,,,
28/01/11,53.73,,,
27/01/11,54.84,,,
26/01/11,55.77,,,
25/01/11,54.69,,,
24/01/11,55.06,,,
21/01/11,55.12,,,
20/01/11,55.84,,,
19/01/11,55.87,,,
18/01/11,55.66,,,
17/01/11,55.76,,,
14/01/11,55.31,,,
13/01/11,55.99,,,
12/01/11,56.68,,,
11/01/11,55.47,,,
10/01/11,54.92,,,
7/01/11,56.16,,,
6/01/11,57.6,,,
5/01/11,56.4,,,
4/01/11,58.32,,,
3/01/11,61.07,,,
31/12/10,61.07,,,
30/12/10,62.54,,,
29/12/10,60.92,,,
28/12/10,58.81,,,
27/12/10,58.81,,,
24/12/10,58.81,,,
23/12/10,58.05,,,
22/12/10,58.54,,,
21/12/10,58.19,,,
20/12/10,58.1,,,
17/12/10,60,,,
16/12/10,58.43,,,
15/12/10,56.63,,,
14/12/10,56.1,,,
13/12/10,57.41,,,
10/12/10,59.27,,,
9/12/10,59.39,,,
8/12/10,60.47,,,
7/12/10,59.27,,,
6/12/10,59.61,,,
3/12/10,59.68,,,
2/12/10,56.23,,,
1/12/10,56.14,,,
30/11/10,54.2,,,
29/11/10,55.14,,,
26/11/10,52.7,,,
25/11/10,51.6,,,
24/11/10,52.68,,,
23/11/10,51.65,,,
22/11/10,52.88,,,
19/11/10,49.4,,,
18/11/10,48.94,,,
17/11/10,48.5,,,
16/11/10,48.28,,,
15/11/10,48.82,,,
12/11/10,47.15,,,
11/11/10,46.06,,,
10/11/10,46.1,,,
9/11/10,45.87,,,
8/11/10,46.1,,,
5/11/10,47.24,,,
4/11/10,47.79,,,
3/11/10,47.95,,,
2/11/10,47.62,,,
1/11/10,47.15,,,
29/10/10,47.61,,,
28/10/10,47.61,,,
27/10/10,48.18,,,
26/10/10,48.12,,,
25/10/10,47.63,,,
22/10/10,47.2,,,
21/10/10,47.1,,,
20/10/10,47.11,,,
19/10/10,46.74,,,
18/10/10,47.53,,,
15/10/10,47.56,,,
14/10/10,47.76,,,
13/10/10,47.29,,,
12/10/10,47.33,,,
11/10/10,47.62,,,
8/10/10,46.8,,,
7/10/10,46.54,,,
6/10/10,46.77,,,
5/10/10,47.12,,,
4/10/10,46.38,,,
1/10/10,46.76,,,
30/09/10,47.32,,,
29/09/10,46.53,,,
28/09/10,45.71,,,
27/09/10,43.9,,,
24/09/10,44.41,,,
23/09/10,43.82,,,
22/09/10,43.17,,,
21/09/10,42.11,,,
20/09/10,42.09,,,
17/09/10,42.1,,,
16/09/10,42.39,,,
15/09/10,42.67,,,
14/09/10,42.55,,,
13/09/10,42.54,,,
10/09/10,42.4,,,
9/09/10,43.37,,,
8/09/10,42.13,,,
7/09/10,41.89,,,
6/09/10,41.71,,,
3/09/10,43.23,,,
2/09/10,42.47,,,
1/09/10,41.93,,,
31/08/10,41.83,,,
30/08/10,40.85,,,
27/08/10,36.98,,,
26/08/10,38.32,,,
25/08/10,37.42,,,
24/08/10,37.73,,,
23/08/10,39.02,,,
20/08/10,39.54,,,
19/08/10,38.33,,,
18/08/10,37.65,,,
17/08/10,38.4,,,
16/08/10,38.32,,,
13/08/10,39.79,,,
12/08/10,39.87,,,
11/08/10,41.13,,,
10/08/10,41.07,,,
9/08/10,41.46,,,
6/08/10,39.58,,,
5/08/10,40.97,,,
4/08/10,41.57,,,
3/08/10,41.61,,,
2/08/10,41.9,,,
30/07/10,40.66,,,
29/07/10,42.02,,,
28/07/10,40.2,,,
27/07/10,39.55,,,
26/07/10,40.56,,,
23/07/10,42.33,,,
22/07/10,41.4,,,
21/07/10,39.4,,,
20/07/10,42.36,,,
19/07/10,44.63,,,
16/07/10,45.69,,,
15/07/10,46.76,,,
14/07/10,46.92,,,
13/07/10,49.22,,,
12/07/10,49.33,,,
9/07/10,49.69,,,
8/07/10,49.23,,,
7/07/10,48.52,,,
6/07/10,49.21,,,
5/07/10,49.34,,,
2/07/10,47.66,,,
1/07/10,46.64,,,
30/06/10,45.49,,,
29/06/10,43.79,,,
28/06/10,42.73,,,
25/06/10,41.85,,,
24/06/10,42.64,,,
23/06/10,43.06,,,
22/06/10,42.75,,,
21/06/10,44.83,,,
18/06/10,44.82,,,
17/06/10,46,,,
16/06/10,44.34,,,
15/06/10,45.63,,,
14/06/10,42.68,,,
11/06/10,40.81,,,
10/06/10,41.79,,,
9/06/10,43.59,,,
8/06/10,43.12,,,
7/06/10,41.44,,,
4/06/10,39.91,,,
3/06/10,37.45,,,
2/06/10,37.81,,,
1/06/10,36.78,,,
31/05/10,36.63,,,
28/05/10,36.63,,,
27/05/10,36.58,,,
26/05/10,38.38,,,
25/05/10,38.42,,,
24/05/10,40.13,,,
21/05/10,39.33,,,
20/05/10,38.45,,,
19/05/10,38.02,,,
18/05/10,38.76,,,
17/05/10,37.14,,,
14/05/10,38.38,,,
13/05/10,36.5,,,
12/05/10,37.78,,,
11/05/10,37.89,,,
10/05/10,38.78,,,
7/05/10,39.94,,,
6/05/10,38.24,,,
5/05/10,35.78,,,
4/05/10,37.31,,,
3/05/10,33.13,,,
30/04/10,33.13,,,
29/04/10,34.21,,,
28/04/10,34.81,,,
27/04/10,36.23,,,
26/04/10,33.22,,,
23/04/10,30.22,,,
22/04/10,30.27,,,
21/04/10,31.11,,,
20/04/10,30.12,,,
19/04/10,30.18,,,
16/04/10,30.72,,,
15/04/10,31.59,,,
14/04/10,32.55,,,
13/04/10,31.33,,,
12/04/10,31.77,,,
9/04/10,32.06,,,
8/04/10,30.42,,,
7/04/10,31.04,,,
6/04/10,30.69,,,
5/04/10,29.27,,,
2/04/10,29.27,,,
1/04/10,29.27,,,
31/03/10,29.71,,,
30/03/10,31.62,,,
29/03/10,30.96,,,
26/03/10,31.17,,,
25/03/10,30.29,,,
24/03/10,29.84,,,
23/03/10,29.92,,,
22/03/10,29.35,,,
19/03/10,28.63,,,
18/03/10,28.58,,,
17/03/10,29.55,,,
16/03/10,29.84,,,
15/03/10,30.66,,,
12/03/10,29.83,,,
11/03/10,29.78,,,
10/03/10,30.04,,,
9/03/10,29.48,,,
8/03/10,30.38,,,
5/03/10,29.64,,,
4/03/10,29.8,,,
3/03/10,30.82,,,
2/03/10,31.48,,,
1/03/10,31.6,,,
26/02/10,31.34,,,
25/02/10,32.92,,,
24/02/10,33,,,
23/02/10,32.45,,,
22/02/10,32.04,,,
19/02/10,32.6,,,
18/02/10,33.17,,,
17/02/10,34,,,
16/02/10,35.09,,,
15/02/10,34.18,,,
12/02/10,34.26,,,
11/02/10,34.29,,,
10/02/10,34.19,,,
9/02/10,35.39,,,
8/02/10,36.83,,,
5/02/10,36.79,,,
4/02/10,36.35,,,
3/02/10,35.72,,,
2/02/10,35.53,,,
1/02/10,35.57,,,
29/01/10,38.77,,,
28/01/10,41.22,,,
27/01/10,40.23,,,
26/01/10,39.16,,,
25/01/10,36.82,,,
22/01/10,34.71,,,
21/01/10,34.36,,,
20/01/10,34.91,,,
19/01/10,34.66,,,
18/01/10,33.56,,,
15/01/10,33.32,,,
14/01/10,34.02,,,
13/01/10,33.82,,,
12/01/10,34.56,,,
11/01/10,36.06,,,
8/01/10,35.22,,,
7/01/10,37.27,,,
6/01/10,37,,,
5/01/10,37.38,,,
4/01/10,35.57,,,
31/12/09,33.72,,,
30/12/09,34.29,,,
29/12/09,34.39,,,
28/12/09,32.68,,,
24/12/09,32.68,,,
23/12/09,32.51,,,
22/12/09,32.15,,,
21/12/09,33.7,,,
18/12/09,32.27,,,
17/12/09,31.39,,,
16/12/09,31.31,,,
15/12/09,30.08,,,
14/12/09,29.94,,,
11/12/09,29.85,,,
10/12/09,31.2,,,
9/12/09,32.13,,,
8/12/09,31.83,,,
7/12/09,31.56,,,
4/12/09,28.29,,,
3/12/09,27.77,,,
2/12/09,28.59,,,
1/12/09,29.12,,,
30/11/09,29.57,,,
27/11/09,28.3,,,
26/11/09,28.4,,,
25/11/09,28.38,,,
24/11/09,27.54,,,
23/11/09,28.42,,,
20/11/09,28.07,,,
19/11/09,28.17,,,
18/11/09,30.24,,,
17/11/09,30.56,,,
16/11/09,29.44,,,
13/11/09,29.61,,,
12/11/09,30.33,,,
11/11/09,31.54,,,
10/11/09,31.97,,,
9/11/09,32.35,,,
6/11/09,32.98,,,
5/11/09,33.63,,,
4/11/09,33.92,,,
3/11/09,34.81,,,
2/11/09,35.66,,,
30/10/09,36.81,,,
29/10/09,33.25,,,
28/10/09,32.13,,,
27/10/09,31.92,,,
26/10/09,31.48,,,
23/10/09,32.83,,,
22/10/09,34.26,,,
21/10/09,34.39,,,
20/10/09,34.08,,,
19/10/09,34.03,,,
16/10/09,33.33,,,
15/10/09,33.32,,,
14/10/09,33.34,,,
13/10/09,34.79,,,
12/10/09,35.54,,,
9/10/09,32.95,,,
8/10/09,32.37,,,
7/10/09,33,,,
6/10/09,33.38,,,
5/10/09,31.98,,,
2/10/09,31.46,,,
1/10/09,31.72,,,
30/09/09,32.42,,,
29/09/09,26.55,,,
28/09/09,26.75,,,
25/09/09,25.27,,,
24/09/09,24.66,,,
23/09/09,24.4,,,
22/09/09,23.73,,,
21/09/09,23.25,,,
18/09/09,23.83,,,
17/09/09,24.02,,,
16/09/09,23.76,,,
15/09/09,23.47,,,
14/09/09,22.94,,,
11/09/09,24.09,,,
10/09/09,24.38,,,
9/09/09,24.35,,,
8/09/09,23.66,,,
7/09/09,22.4,,,
4/09/09,21.91,,,
3/09/09,23.34,,,
2/09/09,24.69,,,
1/09/09,25.62,,,
31/08/09,26.1,,,
28/08/09,26.1,,,
27/08/09,18.25,,,
26/08/09,18.4,,,
25/08/09,19.7,,,
24/08/09,19.76,,,
21/08/09,21.37,,,
20/08/09,22.35,,,
19/08/09,22.79,,,
18/08/09,22.7,,,
17/08/09,22.78,,,
14/08/09,23.45,,,
13/08/09,23.93,,,
12/08/09,23.81,,,
11/08/09,23.86,,,
10/08/09,23.85,,,
7/08/09,23.06,,,
6/08/09,23.5,,,
5/08/09,22.52,,,
4/08/09,22.79,,,
3/08/09,21.97,,,
31/07/09,22.29,,,
30/07/09,23.23,,,
29/07/09,22.97,,,
28/07/09,22.71,,,
27/07/09,22.34,,,
24/07/09,22.19,,,
23/07/09,22.53,,,
22/07/09,22.03,,,
21/07/09,22,,,
20/07/09,20.35,,,
17/07/09,20.1,,,
16/07/09,20.42,,,
15/07/09,20.3,,,
14/07/09,21.33,,,
13/07/09,21.4,,,
10/07/09,22.15,,,
9/07/09,24.06,,,
8/07/09,24.87,,,
7/07/09,25.26,,,
6/07/09,25.08,,,
3/07/09,25.75,,,
2/07/09,26.05,,,
1/07/09,25.8,,,
30/06/09,25.99,,,
29/06/09,25.7,,,
26/06/09,24.81,,,
25/06/09,25.01,,,
24/06/09,25.38,,,
23/06/09,25.65,,,
22/06/09,25.31,,,
19/06/09,25.93,,,
18/06/09,26.23,,,
17/06/09,26.29,,,
16/06/09,26,,,
15/06/09,25.73,,,
12/06/09,26.25,,,
11/06/09,26.34,,,
10/06/09,27.04,,,
9/06/09,26.74,,,
8/06/09,26.19,,,
5/06/09,26.73,,,
4/06/09,27.32,,,
3/06/09,26.85,,,
2/06/09,27.27,,,
1/06/09,27.1,,,
29/05/09,26.19,,,
28/05/09,25.29,,,
27/05/09,25.17,,,
26/05/09,25.12,,,
25/05/09,26.83,,,
22/05/09,26.83,,,
21/05/09,27.6,,,
20/05/09,28.07,,,
19/05/09,28.51,,,
18/05/09,28.09,,,
15/05/09,28.22,,,
14/05/09,28.22,,,
13/05/09,28.93,,,
12/05/09,28.46,,,
11/05/09,28.3,,,
8/05/09,28.43,,,
7/05/09,28.83,,,
6/05/09,28.69,,,
5/05/09,28,,,
4/05/09,27.69,,,
1/05/09,27.69,,,
30/04/09,28.51,,,
29/04/09,28.02,,,
28/04/09,28.03,,,
27/04/09,29.51,,,
24/04/09,28.73,,,
23/04/09,28.29,,,
22/04/09,28.92,,,
21/04/09,26.28,,,
20/04/09,26.65,,,
17/04/09,27.87,,,
16/04/09,27.18,,,
15/04/09,28.03,,,
14/04/09,27.78,,,
13/04/09,29.34,,,
9/04/09,29.34,,,
8/04/09,30.2,,,
7/04/09,30.62,,,
6/04/09,30.46,,,
3/04/09,31.22,,,
2/04/09,31.9,,,
1/04/09,33.77,,,
31/03/09,31.97,,,
30/03/09,29.01,,,
27/03/09,31.37,,,
26/03/09,31.55,,,
25/03/09,32.56,,,
24/03/09,34.23,,,
23/03/09,35.76,,,
20/03/09,32.48,,,
19/03/09,31.74,,,
18/03/09,30.39,,,
17/03/09,30.51,,,
16/03/09,31.4,,,
13/03/09,30.03,,,
12/03/09,30.5,,,
11/03/09,30.85,,,
10/03/09,32.99,,,
9/03/09,31.67,,,
6/03/09,32.43,,,
5/03/09,33.34,,,
4/03/09,36.78,,,
3/03/09,34.62,,,
2/03/09,34.48,,,
27/02/09,33.52,,,
26/02/09,36.32,,,
25/02/09,34.7,,,
24/02/09,34.75,,,
23/02/09,34.04,,,
20/02/09,37.44,,,
19/02/09,39.48,,,
18/02/09,42.37,,,
17/02/09,40.66,,,
16/02/09,39.05,,,
13/02/09,43.54,,,
12/02/09,46.52,,,
11/02/09,51.46,,,
10/02/09,56.66,,,
9/02/09,59.55,,,
6/02/09,58.32,,,
5/02/09,59.19,,,
4/02/09,58.17,,,
3/02/09,58.89,,,
2/02/09,60.52,,,
30/01/09,62.25,,,
29/01/09,63.52,,,
28/01/09,62.3,,,
27/01/09,59.56,,,
26/01/09,57.75,,,
23/01/09,58.75,,,
22/01/09,56.05,,,
21/01/09,52.64,,,
20/01/09,53.21,,,
19/01/09,54.55,,,
16/01/09,60.08,,,
15/01/09,63.89,,,
14/01/09,59.25,,,
13/01/09,57.45,,,
12/01/09,54.71,,,
9/01/09,56.42,,,
8/01/09,55.74,,,
7/01/09,58.03,,,
6/01/09,59.88,,,
5/01/09,56.66,,,
2/01/09,54.74,,,
31/12/08,58.53,,,
30/12/08,62.47,,,
29/12/08,64.45,,,
26/12/08,59.8,,,
24/12/08,59.8,,,
23/12/08,58.93,,,
22/12/08,58.46,,,
19/12/08,59.11,,,
18/12/08,57.37,,,
17/12/08,56.78,,,
16/12/08,56.53,,,
15/12/08,58.33,,,
12/12/08,59.57,,,
11/12/08,62.29,,,
10/12/08,56.81,,,
9/12/08,53.72,,,
8/12/08,54,,,
5/12/08,54.82,,,
4/12/08,55.05,,,
3/12/08,54.29,,,
2/12/08,54.33,,,
1/12/08,56.26,,,
28/11/08,60.97,,,
27/11/08,59.4,,,
26/11/08,58.62,,,
25/11/08,58.77,,,
24/11/08,58.51,,,
21/11/08,60.69,,,
20/11/08,60.2,,,
19/11/08,60.11,,,
18/11/08,61.15,,,
17/11/08,61.82,,,
14/11/08,60.91,,,
13/11/08,60.56,,,
12/11/08,63.97,,,
11/11/08,62.92,,,
10/11/08,65.46,,,
7/11/08,69.82,,,
6/11/08,71.29,,,
5/11/08,73.19,,,
4/11/08,77.13,,,
3/11/08,76.79,,,
31/10/08,76.11,,,
30/10/08,69.5,,,
29/10/08,69.18,,,
28/10/08,70.11,,,
27/10/08,72.04,,,
24/10/08,73.79,,,
23/10/08,73.24,,,
22/10/08,72.19,,,
21/10/08,68.63,,,
20/10/08,67.31,,,
17/10/08,66.42,,,
16/10/08,68.21,,,
15/10/08,70.39,,,
14/10/08,73.19,,,
13/10/08,73.9,,,
10/10/08,75.46,,,
9/10/08,76.85,,,
8/10/08,78.62,,,
7/10/08,79.28,,,
6/10/08,80.22,,,
3/10/08,80.87,,,
2/10/08,82.2,,,
1/10/08,82.75,,,
30/09/08,85.26,,,
29/09/08,71.91,,,
26/09/08,72.53,,,
25/09/08,71.6,,,
24/09/08,71.26,,,
23/09/08,72.98,,,
22/09/08,73.91,,,
19/09/08,75.3,,,
18/09/08,73.74,,,
17/09/08,76.57,,,
16/09/08,77.05,,,
15/09/08,76.72,,,
12/09/08,77.2,,,
11/09/08,77.75,,,
10/09/08,77.48,,,
9/09/08,76.05,,,
8/09/08,77.1,,,
5/09/08,78.31,,,
4/09/08,78.08,,,
3/09/08,78.31,,,
2/09/08,78.97,,,
1/09/08,78.1,,,
29/08/08,78.64,,,
28/08/08,55.52,,,
27/08/08,56.09,,,
26/08/08,54.15,,,
25/08/08,58.76,,,
22/08/08,58.76,,,
21/08/08,56.88,,,
20/08/08,56.97,,,
19/08/08,52.1,,,
18/08/08,52.38,,,
15/08/08,52.25,,,
14/08/08,53.6,,,
13/08/08,52.8,,,
12/08/08,56.12,,,
11/08/08,56.99,,,
8/08/08,56.91,,,
7/08/08,54.55,,,
6/08/08,55.28,,,
5/08/08,55.51,,,
4/08/08,56.73,,,
1/08/08,58.57,,,
31/07/08,62.24,,,
30/07/08,57.04,,,
29/07/08,55.06,,,
28/07/08,59.2,,,
25/07/08,63.17,,,
24/07/08,64.63,,,
23/07/08,64.93,,,
22/07/08,64.41,,,
21/07/08,64.12,,,
18/07/08,64.31,,,
17/07/08,64.49,,,
16/07/08,64.82,,,
15/07/08,65.89,,,
14/07/08,67.15,,,
11/07/08,69.02,,,
10/07/08,68.43,,,
9/07/08,68.15,,,
8/07/08,70.01,,,
7/07/08,69.63,,,
4/07/08,70.82,,,
3/07/08,71.46,,,
2/07/08,71.02,,,
1/07/08,72.02,,,
30/06/08,73.3,,,
27/06/08,67.15,,,
26/06/08,68.15,,,
25/06/08,67.44,,,
24/06/08,68.11,,,
23/06/08,68.06,,,
20/06/08,68.12,,,
19/06/08,68.93,,,
18/06/08,69.35,,,
17/06/08,68.72,,,
16/06/08,68.08,,,
13/06/08,69.54,,,
12/06/08,70.59,,,
11/06/08,69.77,,,
10/06/08,69.08,,,
9/06/08,69.01,,,
6/06/08,66.9,,,
5/06/08,66.54,,,
4/06/08,65.35,,,
3/06/08,66.03,,,
2/06/08,65.03,,,
30/05/08,65.38,,,
29/05/08,60.51,,,
28/05/08,61.54,,,
27/05/08,60.15,,,
26/05/08,59.16,,,
23/05/08,59.16,,,
22/05/08,58.99,,,
21/05/08,59.73,,,
20/05/08,59.64,,,
19/05/08,60.2,,,
16/05/08,60.52,,,
15/05/08,60.75,,,
14/05/08,60.39,,,
13/05/08,60.38,,,
12/05/08,60.85,,,
9/05/08,59.98,,,
8/05/08,59.67,,,
7/05/08,59.82,,,
6/05/08,60.65,,,
5/05/08,59.58,,,
2/05/08,59.58,,,
1/05/08,59.02,,,
30/04/08,60.58,,,
29/04/08,59.35,,,
28/04/08,61.59,,,
25/04/08,64.34,,,
24/04/08,66.18,,,
23/04/08,63.75,,,
22/04/08,63.49,,,
21/04/08,62.35,,,
18/04/08,59.39,,,
17/04/08,60.02,,,
16/04/08,60.88,,,
15/04/08,62.42,,,
14/04/08,61.72,,,
11/04/08,59.52,,,
10/04/08,59.26,,,
9/04/08,58.26,,,
8/04/08,58.24,,,
7/04/08,58.91,,,
4/04/08,57.79,,,
3/04/08,59.16,,,
2/04/08,58.74,,,
1/04/08,57.77,,,
31/03/08,57.93,,,
28/03/08,54.81,,,
27/03/08,54.79,,,
26/03/08,53.67,,,
25/03/08,53,,,
24/03/08,53.57,,,
20/03/08,53.57,,,
19/03/08,53.83,,,
18/03/08,54.26,,,
17/03/08,54.38,,,
14/03/08,54.21,,,
13/03/08,54.56,,,
12/03/08,54.48,,,
11/03/08,54.11,,,
10/03/08,53.85,,,
7/03/08,53.99,,,
6/03/08,53.53,,,
5/03/08,51.65,,,
4/03/08,51.69,,,
3/03/08,51.85,,,
29/02/08,53.54,,,
28/02/08,51.69,,,
27/02/08,52.04,,,
26/02/08,51.94,,,
25/02/08,51.6,,,
22/02/08,50.32,,,
21/02/08,49.78,,,
20/02/08,49.49,,,
19/02/08,49.79,,,
18/02/08,49.13,,,
15/02/08,49.52,,,
14/02/08,49.87,,,
13/02/08,48.72,,,
12/02/08,49.07,,,
11/02/08,49.64,,,
8/02/08,50.17,,,
7/02/08,50.28,,,
6/02/08,49.18,,,
5/02/08,47.96,,,
4/02/08,47.23,,,
1/02/08,48.93,,,
31/01/08,51.18,,,
30/01/08,52.11,,,
29/01/08,53.72,,,
28/01/08,53.49,,,
25/01/08,53.73,,,
24/01/08,53.13,,,
23/01/08,52.97,,,
22/01/08,51.71,,,
21/01/08,51.13,,,
18/01/08,53.84,,,
17/01/08,52.89,,,
16/01/08,54.87,,,
15/01/08,57.35,,,
14/01/08,57.71,,,
11/01/08,58.72,,,
10/01/08,58.64,,,
9/01/08,57.8,,,
8/01/08,58.27,,,
7/01/08,55.77,,,
4/01/08,53.65,,,
3/01/08,52.23,,,
2/01/08,51.69,,,
31/12/07,52.28,,,
28/12/07,52.85,,,
27/12/07,53.02,,,
26/12/07,52.01,,,
24/12/07,52.01,,,
21/12/07,52.34,,,
20/12/07,53.91,,,
19/12/07,52.73,,,
18/12/07,54.15,,,
17/12/07,55.52,,,
14/12/07,55,,,
13/12/07,55.13,,,
12/12/07,53.48,,,
11/12/07,52.74,,,
10/12/07,54.32,,,
7/12/07,53.01,,,
6/12/07,51.15,,,
5/12/07,50.91,,,
4/12/07,50.88,,,
3/12/07,50.23,,,
30/11/07,50.58,,,
29/11/07,46.31,,,
28/11/07,48.4,,,
27/11/07,48.98,,,
26/11/07,48.63,,,
23/11/07,50.47,,,
22/11/07,52.67,,,
21/11/07,55.51,,,
20/11/07,57.25,,,
19/11/07,54.65,,,
16/11/07,53.63,,,
15/11/07,53.05,,,
14/11/07,58.79,,,
13/11/07,55.83,,,
12/11/07,54.48,,,
9/11/07,52.75,,,
8/11/07,50.32,,,
7/11/07,49.85,,,
6/11/07,50.56,,,
5/11/07,51.68,,,
2/11/07,53.21,,,
1/11/07,51.83,,,
31/10/07,54.27,,,
30/10/07,46.32,,,
29/10/07,50.12,,,
26/10/07,53.76,,,
25/10/07,51.48,,,
24/10/07,50.1,,,
23/10/07,50.21,,,
22/10/07,48.8,,,
19/10/07,48.29,,,
18/10/07,49.49,,,
17/10/07,49.16,,,
16/10/07,45.46,,,
15/10/07,43.57,,,
12/10/07,44.01,,,
11/10/07,44.66,,,
10/10/07,43.29,,,
9/10/07,42.57,,,
8/10/07,41.93,,,
5/10/07,42.08,,,
4/10/07,41.9,,,
3/10/07,42.78,,,
2/10/07,44.43,,,
1/10/07,43.7,,,
28/09/07,42.55,,,
27/09/07,33.58,,,
26/09/07,34.2,,,
25/09/07,35.79,,,
24/09/07,37.35,,,
21/09/07,37.71,,,
20/09/07,34.3,,,
19/09/07,33.01,,,
18/09/07,32.32,,,
17/09/07,31.87,,,
14/09/07,33.53,,,
13/09/07,32.65,,,
12/09/07,33.29,,,
11/09/07,31.8,,,
10/09/07,31.89,,,
7/09/07,28.61,,,
6/09/07,28.07,,,
5/09/07,28.11,,,
4/09/07,28.11,,,
3/09/07,27.76,,,
31/08/07,27.51,,,
30/08/07,24.7,,,
29/08/07,24.73,,,
28/08/07,24.87,,,
27/08/07,24.78,,,
24/08/07,24.78,,,
23/08/07,25.13,,,
22/08/07,24.68,,,
21/08/07,24.53,,,
20/08/07,24.54,,,
17/08/07,25.75,,,
16/08/07,26.41,,,
15/08/07,26.45,,,
14/08/07,25.49,,,
13/08/07,25.03,,,
10/08/07,24.19,,,
9/08/07,25.23,,,
